stop_id,stop_name,stop_desc,stop_lat,stop_lon
2000701,POS KRT FASA 1C,JLN INDERA SEMPURNA 2,3.7331977225954,103.2666970326
2000704,SEMPURNA RESORT,JLN INDERA SEMPURNA 2,3.7375966024393,103.26419494118
2000360,SIMPANG INDERA SEMPURNA 3,JLN INDERA SEMPURNA 3,3.7357896238682,103.26043581572
2000705,FASA ZON B,JLN INDERA SEMPURNA 2,3.733993112621,103.25739681706
2000706,PONDOK KRT,JLN INDERA SEMPURNA 2,3.7307923667814,103.2575921597
2000176,PUSAT RELA,JLN INDERA SEMPURNA 2,3.7287598833611,103.2586673455
2000362,SURAU AL ZAHRAA,JLN INDERA SEMPURNA 2,3.7314558087918,103.26381993891
2000531,INDERA SEMPURNA,JLN INDERA SEMPURNA 2,3.7326494616455,103.26839041145
2000377,JEJANTAS INDERA SEMPURNA,LALUAN PERSEKUTUAN 3,3.735539,103.267075
2000191,SMK MAT KILAU,L/RAYA PEKAN,3.7478362445001,103.26126721273
2000538,TAMAN SERI INDERAPURA,LALUAN PERSEKUTUAN 3,3.751544,103.261129
2000381,PERKAMPUNGAN RASAU PERDANA,L/RAYA PEKAN,3.7664308377459,103.26259868621
2000341,(M) KIPSAS,L/RAYA PEKAN,3.7694821569594,103.26003607386
2000148,HUB PERMATANG BADAK,JLN GAMBANG,3.7749736737469,103.26582245369
2000017,DEWAN MAT KILAU,JLN GAMBANG,3.7756734431781,103.26755846104
2000265,MASJID AL-HIDAYAH PERMATANG BADAK,JLN GAMBANG,3.77769081416,103.2724966068
2000027,TAMAN SEPAKAT,JLN GAMBANG,3.778426,103.274318
2000130,KOMERSIAL SUNGAI ISAP JAYA,JLN GAMBANG,3.779636,103.277441
2000405,KOMPLEKS BELIA,JLN TUN ISMAIL,3.8138343886602,103.32693552395
2000958,KUANTAN CITY/EAST COAST MALL,JLN PUTRA SQUARE 6,3.818019,103.328202
2000965,MARA PAHANG,JLN GAMBUT,3.808209,103.325092
